통신사,AP 설치장소명(국문),서비스 분류,광역시도(국문),시군구(국문),지번주소(국문),도로명주소(국문),위도,경도
SKT,인천시_AP_구월시장,관광/편의시설,인천광역시,남동구,구월동 1265번지,호구포로 798 (구월동),37.45357023,126.7194448
SKT,인천시_AP_남동복지관,서민/복지시설,인천광역시,남동구,만수동 984-6번지,소래로 645 (만수동),37.44796546,126.733244
SKT,인천시_AP_만수시장,관광/편의시설,인천광역시,남동구,만수동 868-4번지,만수로27번길 22-10 (만수동),37.46025834,126.7314325
SKT,인천아동복지종합센터,서민/복지시설,인천광역시,남동구,간석동 26-3,도로명주소 용천로 208,37.4683065,126.7141926
SKT,금창동주민센터,관공서,인천광역시,동구,금곡동 38번지,금곡로 36번길 16,37.4725269,126.6397856
SKT,동구지역자활센터,서민/복지시설,인천광역시,동구,송림동 72-6번지,금곡로92번길 23,37.4729833,126.6465793
SKT,송림종합사회복지관,서민/복지시설,인천광역시,동구,송림동 193-1번지,송림로43번길 35,37.4760374,126.6397382
SKT,송현3동 주민센터 별관,관공서,인천광역시,동구,송현동 1-825번지,인중로 635-20,37.4822679,126.6426089
SKT,송현3동 주민센터 본관,관공서,인천광역시,동구,송현동 1-825번지,인중로 635-20,37.4822679,126.6426089
SKT,인천시_AP_송림6동주민센터별관,관공서,인천광역시,동구,송림동 42-37,샛골로162번길 56 (송림동),37.47735293,126.6479684
SKT,인천시_AP_송림6동주민센터본관,관공서,인천광역시,동구,송림동 42-37,샛골로162번길 56 (송림동),37.47735293,126.6479684
SKT,인천시_AP_인천산업유통센터1단지 37동,기타,인천광역시,동구,송현동 129,방축로37번길 30 (송현동),37.48704052,126.6528392
SKT,인천시_AP_인천산업유통센터2단지 편익B동,기타,인천광역시,동구,송림동 294,방축로83번길 23 (송림동),37.48592262,126.6550741
SKT,인천시_AP_인천산업유통센터2단지 헬스장,기타,인천광역시,동구,송림동 294,방축로83번길 23 (송림동),37.48592262,126.6550741
SKT,인천시_AP_인천산업유통센터3단지 20동,기타,인천광역시,동구,송림동 295,방축로 105 (송림동),37.48469039,126.6576712
SKT,인천시_AP_인천산업유통센터3단지 21동,기타,인천광역시,동구,송림동 295,방축로 105 (송림동),37.48469039,126.6576712
SKT,인천시_AP_창영사회복지관,서민/복지시설,인천광역시,동구,창영동 42-3,우각로 57 (창영동),37.47064279,126.640964
SKT,인천시_AP_핸인핸,서민/복지시설,인천광역시,동구,송림동 297,방축로157번길 48 (송림동),37.48268349,126.6641385
SKT,화수2동주민센터,관공서,인천광역시,동구,화수동 37-141번지,화수안로 42,37.4843533,126.6302417
SKT,갈산1동 주민센터,관공서,인천광역시,부평구,갈산동 74,주부토로 254,37.5175791,126.7272665
SKT,갈산도서관,지역문화시설,인천광역시,부평구,갈산1동 74-19,주부토로 254,37.5175791,126.7272665
SKT,농협부개지점,관공서,인천광역시,부평구,부개1동 283-13,경인로 1059,37.4870174,126.7374815
SKT,부개1동주민센터,관공서,인천광역시,부평구,부개동 257-6,동수로162번길 11,37.4848357,126.7369044
SKT,부개2동주민센터,관공서,인천광역시,부평구,부개동 106-4,부개동 106-4,37.495201,126.73706
SKT,부개3동주민센터,관공서,인천광역시,부평구,부개동 12-17,길주남로 117,37.5043233,126.7347191
SKT,부평2동주민센터,관공서,인천광역시,부평구,부평동 760-732,부영로16번길 5,37.4868895,126.7179464
SKT,부평4동주민센터,관공서,인천광역시,부평구,부평동 434-3,주부토로 65,37.5008318,126.7249933
SKT,부평대로우체국 1F,관공서,인천광역시,부평구,부평동 442-15,부평대로 88,37.49914339,126.7225946
SKT,부평자유시장,서민/복지시설,인천광역시,부평구,부평동 210-14번지,대정로 50,37.4947279,126.725429
SKT,산곡1동주민센터,관공서,인천광역시,부평구,산곡동 87-185,마장로319번길 52,37.5069683,126.7002327
SKT,산곡2동주민센터,관공서,인천광역시,부평구,산곡동 124-118,안남로 255,37.5059019,126.7083103
SKT,삼산1동주민센터,관공서,인천광역시,부평구,삼산동 197,후정동로 9,37.5182983,126.737397
SKT,삼산농산물도매시장,서민/복지시설,인천광역시,부평구,삼산동 7-1,영성동로 46,37.5213303,126.7490092
SKT,삼산월드체육관 관람석(가1),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관 관람석(가5),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관 관람석(나4),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관 관람석(다1),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관 관람석(다5),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관 관람석(라5),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관 이동기지국,지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관B1 농구장관람석(우),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관B1 농구장관람석(좌),지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,삼산월드체육관B1 헬스장,지역문화시설,인천광역시,부평구,삼산동 458-1,체육관로 60,37.507664,126.737639
SKT,성동보호작업장,서민/복지시설,인천광역시,부평구,부평동 756-88번지,경인로 880,37.4848945,126.7182432
SKT,십정2동 주민센터(십정동),관공서,인천광역시,부평구,십정동 584,동암산로33번길 6-7,37.473811,126.707925
SKT,어깨동무 지역아동센터,서민/복지시설,인천광역시,부평구,산곡동 45-78번지,"세월천로 55, 3층 (산곡동)",37.512937,126.70337
SKT,인천 북구도서관(부평4동),지역문화시설,인천광역시,부평구,부평4동 880-0,신트리로 21,37.506479,126.724214
SKT,인천시_AP_샘터작은도서관,지역문화시설,인천광역시,부평구,십정동 584번지,동암산로33번길 6-7 (십정동),37.47378979,126.7079286
SKT,참사랑지역아동센터,서민/복지시설,인천광역시,부평구,산곡동 87-190번지,길주로354번길 24(산곡동),37.507478,126.7008235
SKT,창천1동주민센터,관공서,인천광역시,부평구,청천동 48-438,산청로87번길 1,37.5166221,126.7019921
SKT,창천1동주민센터 북카페,관공서,인천광역시,부평구,청천동 48-438,산청로87번길 1,37.5166221,126.7019921
SKT,검단복지회관,서민/복지시설,인천광역시,서구,마전동 998-6번지,완정로92번길 18,37.6005499,126.6660228
SKT,경인아라뱃길인천여객터미널 24층,교통시설,인천광역시,서구,경서동,경서로31번길 1,37.558043,126.606091
SKT,경인아라뱃길인천여객터미널 대합실,교통시설,인천광역시,서구,경서동,경서로31번길 1,37.558043,126.606091
SKT,경인아라뱃길인천여객터미널 홍보관,교통시설,인천광역시,서구,경서동,경서로31번길 1,37.558043,126.606091
SKT,인천 서구도서관_1층,지역문화시설,인천광역시,서구,가좌동 198,건지로334번길 45,37.4942501,126.6793032
SKT,인천 서구도서관_2층,지역문화시설,인천광역시,서구,가좌동 198,건지로334번길 45,37.4942501,126.6793032
SKT,인천 서구도서관_3층,지역문화시설,인천광역시,서구,가좌동 198,건지로334번길 45,37.4942501,126.6793032
SKT,인천서구문화회관,지역문화시설,인천광역시,서구,가정동 430-21번지,서달로 190,37.5156712,126.679796
SKT,인천시_AP_검단복지회관 대강당,서민/복지시설,인천광역시,서구,마전동 998-6,완정로92번길 18 (마전동),37.60050674,126.6660556
SKT,인천시_AP_검단복지회관 헬스장,서민/복지시설,인천광역시,서구,마전동 998-6,완정로92번길 18 (마전동),37.60050674,126.6660556
SKT,인천시_AP_서구국민체육센터,관광/편의시설,인천광역시,서구,검암동 496,승학로 525 (검암동),37.56655416,126.6778386
SKT,청라1동주민센터,관공서,인천광역시,서구,연희동 796-16번지,청라라임로 50,37.5320749,126.6536904
SKT,도로교통공단(연수구),관공서,인천광역시,연수구,옥련동 563-4,대암로 30,37.4180505,126.6529877
SKT,선학동주민센터,관공서,인천광역시,연수구,선학동 341,선학로 58,37.4227187,126.7012467
SKT,송도글로벌캠퍼스체육관 관중석(우),지역문화시설,인천광역시,연수구,송도동 187,송도문화로 119,37.3745978,126.6682158
SKT,송도글로벌캠퍼스체육관 관중석(좌),지역문화시설,인천광역시,연수구,송도동 187,송도문화로 119,37.3745978,126.6682158
SKT,연세대국제캠퍼스체육관 관중석(우),지역문화시설,인천광역시,연수구,송도동 162-1,송도과학로 85,37.3807964,126.6732619
SKT,연세대국제캠퍼스체육관 관중석(좌),지역문화시설,인천광역시,연수구,송도동 162-1,송도과학로 85,37.3807964,126.6732619
SKT,연세대국제캠퍼스체육관 다목적체육관,지역문화시설,인천광역시,연수구,송도동 162-1,송도과학로 85,37.3807964,126.6732619
SKT,연수구청,관공서,인천광역시,연수구,동춘동 923-5,원인재로 115,37.4097602,126.6781647
SKT,옥련1동 작은도서관,지역문화시설,인천광역시,연수구,옥련1동 643-1,비류대로186번길 14,37.4273702,126.6549413
SKT,인천시_AP_송도역전시장,관광/편의시설,인천광역시,연수구,옥련동 308-1,한나루로 202-6 (옥련동),37.42713047,126.657712
SKT,인천옥련2동주민센터,관공서,인천광역시,연수구,옥련동 238-0,옥련로 82,37.42616969,126.648398
SKT,영흥면사무소,관공서,인천광역시,옹진군,영흥면 내리 202-3번지,영흥면 내리 영흥로251번길 90,37.2560428,126.483827
SKT,해바라기(복지시설),서민/복지시설,인천광역시,옹진군,영흥면 외리 894-1번지,영흥면 영흥로525번길63-67,37.2562007,126.4528831
SKT,도원수영장 관람석(우),지역문화시설,인천광역시,중구,도원동 47,샛골로41번길 22,37.4656852,126.6394396
SKT,도원수영장 관람석(좌),지역문화시설,인천광역시,중구,도원동 47,샛골로41번길 22,37.4656852,126.6394396
SKT,도원체육관 정문,지역문화시설,인천광역시,중구,도원동 12-155,샛골로41번길 10,37.4655517,126.6403101
SKT,도원체육관 정문 반대편,지역문화시설,인천광역시,중구,"도원동 12-155,156",샛골로41번길 10,37.4655517,126.6403101
SKT,도원체육관 정문 우측,지역문화시설,인천광역시,중구,도원동 12-155,샛골로41번길 10,37.4655517,126.6403101
SKT,도원체육관 정문 좌측,지역문화시설,인천광역시,중구,도원동 12-155,샛골로41번길 10,37.4655517,126.6403101
SKT,영종도출장소 중산지소,관공서,인천광역시,중구,중산동 1876-8번지,달빛하늘로 90-29,37.4862862,126.5600007
SKT,중구 문화회관,지역문화시설,인천광역시,중구,신흥동3가 39-24번지,축항대로296번길 81,37.4402049,126.6288845
SKT,강진군_AP_강진군 스포츠산업단,서민/복지시설,전라남도,강진군,군동면 호계리 1076,군동면 종합운동장길 60,34.64696716,126.7818553
SKT,강진군_AP_군동보건지소,관공서,전라남도,강진군,군동면 라천리 71-1,군동면 진흥로 324-9,34.64370994,126.8161038
SKT,강진군_AP_도암면사무소 민원실,관공서,전라남도,강진군,도암면 항촌리 1122-1,도암면 도암중앙로 73,34.54623979,126.7278029
SKT,강진군_AP_병영5일시장,관광/편의시설,전라남도,강진군,병영면 삼인리 318,병영면 남삼인길 6,34.71375755,126.8156563
SKT,강진군_AP_산내들지역아동센터,관공서,전라남도,강진군,마량면 마량리 973-1,마량면 삼마로 7-8,34.45020999,126.8195193
SKT,강진군_AP_작천면사무소 민원실,관공서,전라남도,강진군,작천면 평리 346,작천면 평리3길 2,34.70413471,126.7714233
SKT,강진군_AP_칠량면사무소 민원실,관공서,전라남도,강진군,칠량면 영동리 1072-7,칠량면 칠량로 67,34.57275072,126.7991547
SKT,거금도 휴게소,교통시설,전라남도,고흥군,금산면 신촌리 352-4,금산면 거금로 720,34.4883993,127.1214133
SKT,고흥군_AP_고흥전통시장(옥외용),관광/편의시설,전라남도,고흥군,남계리 628,시장길 1,34.60809451,127.2858046
SKT,고흥군_AP_과역보건지소,관공서,전라남도,고흥군,과역면 과역리 404-17,과역면 송학큰길 52-1,34.68121917,127.3604325
SKT,고흥군_AP_금산보건지소,관공서,전라남도,고흥군,금산면 대흥리 671-2,금산면 거금중앙길 86-4,34.45897284,127.1251695
SKT,고흥군_AP_남양보건지소,관공서,전라남도,고흥군,남양면 남양리 510-2,남양면 남양로 26,34.72845706,127.341727
SKT,고흥군_AP_도덕보건지소,관공서,전라남도,고흥군,도덕면 도덕리 29-9,도덕면 고흥로 494,34.56592852,127.1776225
SKT,고흥군_AP_동강보건지소,관공서,전라남도,고흥군,동강면 유둔리 194-8,동강면 서민호길 5,34.77927852,127.3340354
SKT,고흥군_AP_동일보건지소,관공서,전라남도,고흥군,동일면 백양리 801,동일면 양화길 10,34.50198932,127.4666165
SKT,고흥군_AP_두원북부 보건지소,관공서,전라남도,고흥군,성두리 1023,두원로 894,34.6820127,127.2696463
SKT,고흥군_AP_영남보건지소,관공서,전라남도,고흥군,영남면 양사리 496,영남면 해맞이로 10,34.60205801,127.4556633
SKT,고흥군보건소,서민/복지시설,전라남도,고흥군,고흥읍 등암리 1258-21,고흥읍 동암3길 5,34.5924353,127.2686651
SKT,고흥군청소년문화의집,서민/복지시설,전라남도,고흥군,고흥읍 남계리 684-7,고흥읍 흥양길 2-1,34.6100091,127.2890507
SKT,과역면사무소,관공서,전라남도,고흥군,과역면 과역리 404-7,과역면 송학큰길 52,34.6810085,127.3600234
SKT,금산면사무소,관공서,전라남도,고흥군,금산면 대흥리 672-1,금산면 거금중앙길 84,35.7164849,126.9963407
SKT,나로도항여객선터미널,교통시설,전라남도,고흥군,봉래면 신금리 1256-1,봉래면 나로도항길 120-7,34.4660449,127.4537818
SKT,대서면사무소,관공서,전라남도,고흥군,대서면 금마리 22-5,대서면 동서로 464,34.7711947,127.2842376
SKT,도덕면사무소,관공서,전라남도,고흥군,도덕면 도덕리 41,도덕면 고흥로 499,34.5666466,127.1778697
SKT,동일면사무소,관공서,전라남도,고흥군,동일면 백양리 808-4,동일면 우주로 2582-41,34.5022918,127.4670146
SKT,봉래면사무소,관공서,전라남도,고흥군,봉래면 신금리 878-146,봉래면 나로도항길 16,34.4634538,127.4589483
SKT,영남면사무소,관공서,전라남도,고흥군,영남면 양사리 496,영남면 해맞이로 10,34.6020566,127.4557116
SKT,점암면사무소,관공서,전라남도,고흥군,점암면 모룡리 796-1,점암면 모룡길 48,34.6528735,127.3797409
SKT,포두면사무소,관공서,전라남도,고흥군,포두면 길두리 1296-1,포두면 우주로 597,34.5714646,127.3406532
SKT,곡성군_AP_곡성읍사무소,관공서,전라남도,곡성군,곡성읍 읍내리 366-2,곡성읍 중앙로 131,35.28226747,127.2963494
SKT,광양 여성문화센타,서민/복지시설,전라남도,광양시,광양읍 용강리 843-1,광양읍 제철로 69,34.9592832,127.6071441
SKT,광양 중마동사무소,관공서,전라남도,광양시,중동 1314-2,중마중앙로 119,34.940947,127.697691
SKT,광양 중마터미널,교통시설,전라남도,광양시,중동 1732-2,공영로 91 (중동),34.936009,127.699437
SKT,광양 청소년문화의집,서민/복지시설,전라남도,광양시,광양읍 칠성리 1010-4,광양읍 인덕로 1055,34.9769283,127.581951
SKT,광양5일시장,서민/복지시설,전라남도,광양시,광양읍 목성리 696-3,광양읍 백운로 3,34.971254,127.590274
SKT,광양공용버스터미널,교통시설,전라남도,광양시,광양읍 인동리 413,광양읍 순광로 688,34.9697336,127.5903004
SKT,광양문화예술회관 대극장,지역문화시설,전라남도,광양시,광양읍 우산리 536,광양읍 향교길 9-30,34.9801649,127.587828
SKT,광양문화예술회관 소극장,지역문화시설,전라남도,광양시,광양읍 우산리 536,광양읍 향교길 9-30,34.9801649,127.587828
SKT,광양서천공원,관광/편의시설,전라남도,광양시,칠성리 726-3,NULL,34.973101,127.574573
SKT,광양시 노인전문요양원,서민/복지시설,전라남도,광양시,옥곡면 대죽리 664,옥곡면 대치로 326-13,35.0044729,127.6643469
SKT,광양시 도시보건지소,서민/복지시설,전라남도,광양시,태인동 398,담안2길 16-15,34.9432466,127.7495269
SKT,광양시 청소년문화센터,서민/복지시설,전라남도,광양시,중동 1658,광장로 14,34.9374156,127.6903811
SKT,광양시_AP_공원녹지사업소,관광/편의시설,전라남도,광양시,광양읍 구산리 516-1,광양읍 서천변로 177,34.97927802,127.5738279
SKT,광양시_AP_광양시청 2청사 민원실,관공서,전라남도,광양시,광양읍 칠성리 70,광양읍 인덕로 1100,34.9807087,127.5830547
SKT,광양시_AP_광양읍 매일시장,관광/편의시설,전라남도,광양시,광양읍 읍내리 252-1,광양읍 읍성3길 11,34.97645807,127.5852542
SKT,광양시_AP_금호동 주민센터,관공서,전라남도,광양시,금호동 624-9,희망길 50 (금호동),34.93760393,127.7234026
SKT,광양시_AP_금호동 주민자치센터,관공서,전라남도,광양시,금호동 624-22,희망길 42,34.93712657,127.7230394
SKT,광양시_AP_마동 체육공원,관광/편의시설,전라남도,광양시,마동 155-5,선화1로 31-15,34.94426033,127.7116869
SKT,광양시_AP_옥곡5일시장,관광/편의시설,전라남도,광양시,옥곡면 신금리 1337-1,옥곡면 큰골1길 2-26,34.98840737,127.7002138
SKT,광양시_AP_중동 근린공원,관광/편의시설,전라남도,광양시,중동 1673,공영로 40 (중동),34.9348071,127.6929193
SKT,광양시_AP_중앙하수처리장,기타,전라남도,광양시,중동 308-133,중마로 60,34.94135646,127.6926022
SKT,광양시립도서관 별관,지역문화시설,전라남도,광양시,광양읍 우산리 536,광양읍 향교길 9-30,34.9801649,127.587828
SKT,광양시립도서관 본관,지역문화시설,전라남도,광양시,광양읍 우산리 536,광양읍 향교길 9-30,34.9801649,127.587828
SKT,광양시립중마도서관_1층,지역문화시설,전라남도,광양시,중동 1313,시청로 33,34.9404247,127.6959534
SKT,광양시립중마도서관_2층,지역문화시설,전라남도,광양시,중동 1313,시청로 33,34.9404247,127.6959534
SKT,광양시립중마도서관_3층,지역문화시설,전라남도,광양시,중동 1313,시청로 33,34.9404247,127.6959534
SKT,광양시보건소_건강증진센터,서민/복지시설,전라남도,광양시,광양읍 칠성리 70,광양읍 인덕로 1100,34.9806818,127.5829379
SKT,광양시보건소_재활프로그램실,서민/복지시설,전라남도,광양시,광양읍 칠성리 70,광양읍 인덕로 1100,34.9806818,127.5829379
SKT,광양시수화통역센터,서민/복지시설,전라남도,광양시,중동 1512-11,구마10길 25,34.949573,127.68767
SKT,광양시장애인종합복지관,서민/복지시설,전라남도,광양시,광양읍 덕례리 1724-3,광양읍 대림오성로 117,34.9650458,127.5742135
SKT,광양읍 노인복지회관,서민/복지시설,전라남도,광양시,광양읍 목성리 690-8,광양읍 백운로 8-3,34.9707088,127.5909379
SKT,광양읍사무소,관공서,전라남도,광양시,광양읍 칠성리 946,남등길 6,34.9732597,127.5810104
SKT,광양항 국제여객선터미널,교통시설,전라남도,광양시,중동 1895,항만9로 70,34.921044,127.695949
SKT,광영동사무소,관공서,전라남도,광양시,광영동 795-3,정수2길 47,34.962867,127.7222067
SKT,광영상설시장,서민/복지시설,전라남도,광양시,광영동 시장길 19번지,광영시장길 19,34.963068,127.723444
SKT,동부지역농기계임대사업장,관공서,전라남도,광양시,진상면 지원리 1528-18,진상면 지원길 16,35.016757,127.72463
SKT,봉강면사무소,관공서,전라남도,광양시,봉강면 봉당리 467-2,봉강면 조양길 46,35.011404,127.581523
SKT,봉강보건지소,서민/복지시설,전라남도,광양시,봉당리 718,봉강면 비봉길 1,35.011484,127.580621
SKT,옥곡면사무소,관공서,전라남도,광양시,옥곡면 신금리 1375-3,옥곡면 옥진로 656,34.9894887,127.6989152
SKT,옥곡보건지소,서민/복지시설,전라남도,광양시,옥곡면 신금리 1379-2,옥곡면 옥진로 658,34.989061,127.698804
SKT,옥룡보건지소,서민/복지시설,전라남도,광양시,옥룡면 운평리 753-3,옥룡면 신재로 555,35.0112985,127.6186955
SKT,중마노인복지관,서민/복지시설,전라남도,광양시,중동 1359-3,중동로 50,34.9409953,127.6940249
SKT,중마보건지소,서민/복지시설,전라남도,광양시,중동 1359-2,중동로 42,34.9408279,127.6934172
SKT,중마시장,서민/복지시설,전라남도,광양시,중동 1732,중마중앙로 88,34.9385949,127.6991485
SKT,진상면사무소,관공서,전라남도,광양시,진상면 섬거리 292,진상면 신시길 227,35.0199176,127.719616
SKT,진상보건지소,서민/복지시설,전라남도,광양시,진상면 섬거리 295,진상면 신시길 236,35.019988,127.720195
SKT,진월면사무소,관공서,전라남도,광양시,진월면 선소리 167,진월면 선소중앙길 31,34.978433,127.7580589
SKT,진월보건지소,서민/복지시설,전라남도,광양시,진월면 선소리 812-25,진월면 선소중앙길 32,34.9781343,127.757838
SKT,태인동사무소,관공서,전라남도,광양시,태인동 1649,담안2길 16-15,34.9424697,127.7496516
SKT,간전면사무소,관공서,전라남도,구례군,간전면 간문리 277-1,간전면 안음길 7,35.17808187,127.5439826
SKT,광의면사무소,관공서,전라남도,구례군,광의면 연파리 844,광의면 구만제로 341,35.260193,127.439985
SKT,구례5일시장,서민/복지시설,전라남도,구례군,구례읍 봉동리 189-5,구례읍 5일시장작은길 20,35.2100546,127.4701219
SKT,구례공설운동장_1층,지역문화시설,전라남도,구례군,구례읍 봉북리 1423-1,구례읍 서시천로 106,35.218422,127.466903
SKT,구례공설운동장_2층,지역문화시설,전라남도,구례군,구례읍 봉북리 1423-1,구례읍 서시천로 106,35.218422,127.466903
SKT,구례군보건의료원 별관,서민/복지시설,전라남도,구례군,구례읍 백련리 576-0,구례읍 동편제길 30,35.21598183,127.4613963
SKT,구례군의회,관공서,전라남도,구례군,구례읍 봉남리 51-0,구례읍 봉성로 1,35.20240447,127.4631643
SKT,구례군장애인복지관,서민/복지시설,전라남도,구례군,구례읍 백련리 576,구례읍 동편제길 30,35.2159746,127.4613626
SKT,구례상설시장,서민/복지시설,전라남도,구례군,구례읍 봉동 378-1번지,구례읍 상설시장길 8-1,35.209618,127.465755
SKT,구례실내체육관,지역문화시설,전라남도,구례군,구례읍 봉북리 25,구례읍 서시천로 76-11,35.215615,127.4682101
SKT,구례읍사무소,관공서,전라남도,구례군,구례읍 277-1,봉성로 1 ,35.172234,127.451255
SKT,구례종합복지관_1층,서민/복지시설,전라남도,구례군,구례읍 봉동리 115-3,구례읍 구례로 508,35.2064456,127.4702058
SKT,구례종합복지관_2층,서민/복지시설,전라남도,구례군,구례읍 봉동리 115-3,구례읍 구례로 508,35.2064456,127.4702058
SKT,마산면사무소,관공서,전라남도,구례군,마산면 마산리 498-42,마산면 화엄사로 150,35.223159,127.487511
SKT,문척면사무소,관공서,전라남도,구례군,문척면 295-1,문척면 수달생태로 268-12 ,35.185961,127.4732
SKT,산동면사무소,관공서,전라남도,구례군,산동면 원촌리 186,산동면 원촌길 114,35.315846,127.439432
SKT,용방면사무소,관공서,전라남도,구례군,용방면 용정리 167,용방면 하용길 5,35.250642,127.430165
SKT,지리산나들이장,서민/복지시설,전라남도,구례군,산동면 관산리 712-3,산동면 지리산온천로 280,35.318234,127.460151
SKT,토지면사무소,관공서,전라남도,구례군,토지면 구산리 203-3,토지면 섬진강대로 5040,35.197834,127.526283
SKT,나주버스터미널 상행선,교통시설,전라남도,나주시,중앙동 167,나주로 190,35.0342341,126.7194542
SKT,나주버스터미널 하행선,교통시설,전라남도,나주시,중앙동 95-2,나주로 190,35.0335701,126.7215108
SKT,나주시_AP_공산보건지소,관공서,전라남도,나주시,공산면 금곡리 862-3,공산면 공산로 128-4,34.94320005,126.6081595
SKT,나주시_AP_노안보건지소,관공서,전라남도,나주시,노안면 금동리 221-6,노안면 금산로 14,35.07583344,126.7319635
SKT,나주시_AP_다도보건지소,관공서,전라남도,나주시,다도면 다도로 759,다도면 다도로 759,34.94741259,126.8276104
SKT,나주시_AP_다시보건지소,관공서,전라남도,나주시,다시면 월태리 590-38,다시면 다시로 175-24,35.01922975,126.637214
SKT,나주시_AP_동강면사무소,관공서,전라남도,나주시,동강면 인동리 369-3,동강면 인동길 28,34.93913329,126.5638076
SKT,나주시_AP_동강보건지소,관공서,전라남도,나주시,동강면 인동리 369-3,동강면 인동길 28,34.93913329,126.5638076
SKT,나주시_AP_목사고을시장,관광/편의시설,전라남도,나주시,청동길 14,청동길 14 (삼도동),35.03710042,126.7242432
SKT,나주시_AP_반남보건지소,관공서,전라남도,나주시,반남면 고분로 594-7,반남면 고분로 594-7,34.9022053,126.6521193
SKT,나주시_AP_봉황보건지소,관공서,전라남도,나주시,봉황면 죽석리 960-22,봉황면 죽석길 1,34.95810123,126.7856895
SKT,나주시_AP_빛가람동주민센터,관공서,전라남도,나주시,빛가람동 202,빛가람로 719 (빛가람동),35.02182996,126.7903751
SKT,나주시_AP_산포보건지소,관공서,전라남도,나주시,산포면 매성리 1266-1,산포면 산포로 468-15,35.04010315,126.8058298
SKT,나주시_AP_세지보건지소,관공서,전라남도,나주시,세지면 오봉리 184,세지면 동창로 130-12,34.91983453,126.7494211
SKT,나주시_AP_영산동주민센터,관공서,전라남도,나주시,영산동 18,예향로 3872 (영산동),34.99969118,126.7139885
SKT,나주시_AP_왕곡보건지소,관공서,전라남도,나주시,왕곡면 덕산리 590-35,왕곡면 터진목길 10,34.96809199,126.669799
SKT,영산포공용터미널,교통시설,전라남도,나주시,이창동 191,예향로 3803,34.9825753,126.7174346
SKT,담양공용터미널,교통시설,전라남도,담양군,담양읍 지침리 132-17번지,중앙로 24-1,35.3153172,126.9839463
SKT,담양군 보건소,서민/복지시설,전라남도,담양군,담양읍 만성리 135번지,완동길 10-11,35.3249102,126.9813394
SKT,담양군_AP_고서면사무소,관공서,전라남도,담양군,고서면 동운리 583-4,고서면 가사문학로 325,35.22352443,126.9731281
SKT,담양군_AP_남 면사무소,관공서,전라남도,담양군,남면 연천리 387-2,남면 가사문학로 1131,35.17738211,127.0278975
SKT,담양군_AP_담양읍사무소,관공서,전라남도,담양군,담양읍 담주리 87-5,담양읍 중앙로 83,35.32050695,126.9818895
SKT,담양군_AP_담양종합체육관,관광/편의시설,전라남도,담양군,담양읍 향교리 22-1,담양읍 죽녹원로 134,35.325101,126.9889184
SKT,담양군_AP_대전면사무소,관공서,전라남도,담양군,대전면 대치리 949-4,대전면 대치8길 21-5,35.27477655,126.8879426
SKT,담양군_AP_대전전통시장,관광/편의시설,전라남도,담양군,대전면 대치리 1353,대전면 대치8길 28-12,35.27537704,126.8862228
SKT,담양군_AP_창평면사무소,관공서,전라남도,담양군,창평면 창평리 82-2,창평면 돌담길 9,35.2388633,127.0188745
SKT,담양군노인복지타운1,서민/복지시설,전라남도,담양군,담양읍 삼만리 산127-7,죽향문화로 431-33,35.333429,126.995277
SKT,담양군노인복지타운2,서민/복지시설,전라남도,담양군,담양읍 삼만리 산127-7,죽향문화로 431-33,35.333429,126.995277
SKT,담양군청소년문화의집,서민/복지시설,전라남도,담양군,담양읍 담주리 87-5번지,중앙로 83,35.320531,126.9819494
SKT,담양문화회관,지역문화시설,전라남도,담양군,담양읍 지침리 112-6번지,지침6길 29,35.3162408,126.9856022
SKT,담양창평전통시장,서민/복지시설,전라남도,담양군,창평면 창평리 209-1번지,사동길 14-25,35.2381616,127.0148734
SKT,담양청소년수련원,서민/복지시설,전라남도,담양군,수북면 대방리 954-12,수북면 한수동로 872,35.315954,126.898215
SKT,세계대나무박람회홍보관,관광/편의시설,전라남도,담양군,담양읍 향교리 272,죽녹원로 130,35.325226,126.987659
SKT,혜림종합복지관,서민/복지시설,전라남도,담양군,금성면 금성리 92번지,새덕굴길 317,35.3710717,127.0584057
SKT,구례군 농업기술센터_1층,관공서,전라남도,목포시,석현동 45,신지마을1길 75,34.827565,126.437531
SKT,구례군 농업기술센터_2층,관공서,전라남도,목포시,석현동 45,신지마을1길 75,34.827565,126.437531
SKT,대성동사무소,관공서,전라남도,목포시,대성동 27-7,마파지로 18-9,34.7992235,126.3835871
